date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:17:43	2483/2483	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2010:17:42%20GMT	https://www.bing.com/th?id=ODF.1DZ_JhFp0wvfm_WCXhrgng&pid=news	/home/joestack/websites/gencapital%20clone/www.bing.com/th3df3.png	(from https://gencapitals.com/news)
11:17:45	2157528/2157528	---M--	200	added ('OK')	image/png	etag:%22NdeK5ArjgurLsjDAeQnD9pBIqnaxjmZuFokQ64YpN74%22	https://www.benzinga.com/files/images/story/2023/1685718013_0.png?optimize=medium&dpr=2&auto=webp&width=3840	/home/joestack/websites/gencapital%20clone/www.benzinga.com/files/images/story/2023/1685718013_0bfa4.png	(from https://gencapitals.com/news)
11:17:47	90010/90010	---M--	200	added ('OK')	image/jpeg	etag:%22647ab8e6-15f9a%22	https://techbullion.com/wp-content/uploads/2023/06/Big-Eyes-Coin-1-1000x600.jpg	/home/joestack/websites/gencapital%20clone/techbullion.com/wp-content/uploads/2023/06/Big-Eyes-Coin-1-1000x600.jpg	(from https://gencapitals.com/news)
11:17:48	1843642/1843642	---M--	200	added ('OK')	image/png	etag:%22647a3113-1c21ba%22	https://insidebitcoins.com/wp-content/uploads/2023/06/Mira-Muratis-Twitter-Hacked.png	/home/joestack/websites/gencapital%20clone/insidebitcoins.com/wp-content/uploads/2023/06/Mira-Muratis-Twitter-Hacked.png	(from https://gencapitals.com/news)
11:17:48	68261/68261	---M--	200	added ('OK')	image/jpeg	etag:%22bc7b7d1e8ba27c9755fc7fd2ccfad3bc%22	https://s.yimg.com/ny/api/res/1.2/7fsgKtLt2jrZ_OKTy2TUMQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/decrypt_media_980/94ba2834c8394dd853dc3092520f8c83	/home/joestack/websites/gencapital%20clone/s.yimg.com/ny/api/res/1.2/7fsgKtLt2jrZ_OKTy2TUMQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https_/media.zenfs.com/en/decrypt_media_980/94ba2834c8394dd853dc3092520f8c83.jpg	(from https://gencapitals.com/news)
11:17:48	5831/5831	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2010:17:47%20GMT	https://www.bing.com/th?id=ODF.nYADEgS75l8rdCg9D-p_OQ&pid=news	/home/joestack/websites/gencapital%20clone/www.bing.com/th7237.png	(from https://gencapitals.com/news)
11:17:51	64552/64552	---M--	200	added ('OK')	image/jpeg	etag:%22ca1546fa2d2147ef109a369e5f593a7e%22	https://static01.nyt.com/images/2023/06/03/multimedia/03dc-biden-debt-kvlt/03dc-biden-debt-kvlt-facebookJumbo.jpg	/home/joestack/websites/gencapital%20clone/static01.nyt.com/images/2023/06/03/multimedia/03dc-biden-debt-kvlt/03dc-biden-debt-kvlt-facebookJumbo.jpg	(from https://gencapitals.com/news)
11:17:51	6045/6045	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2010:17:50%20GMT	https://www.bing.com/th?id=ODF.GzcmUDr41J6Qc1JEQyNTCA&pid=news	/home/joestack/websites/gencapital%20clone/www.bing.com/th370d.png	(from https://gencapitals.com/news)
11:17:58	2124/2124	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2010:17:58%20GMT	https://www.bing.com/th?id=ODF.A3FRCDsKOgKnvnM0bzdpIw&pid=news	/home/joestack/websites/gencapital%20clone/www.bing.com/th42f4.png	(from https://gencapitals.com/news)
11:18:04	672221/672221	---M--	200	added ('OK')	image/jpeg	etag:%22E8A23HVUl94XnqhkftPv+JCrLAL8JVRLDvf/wAkO9TM%22	https://www.newsleader.com/gcdn/-mm-/901821cc9ea85f5ddfd77d680f7447982d4b7687/c=0-104-3000-1792/local/-/media/2020/09/09/Norwich/ghows-CT-200719900-aa85b4e2.jpg?width=3000&height=1688&fit=crop&format=pjpg&auto=webp	/home/joestack/websites/gencapital%20clone/www.newsleader.com/gcdn/-mm-/901821cc9ea85f5ddfd77d680f7447982d4b7687/c=0-104-3000-1792/local/-/media/2020/09/09/Norwich/ghows-CT-200719900-aa85b4e296b3.jpg	(from https://gencapitals.com/news)
11:18:05	66367/66367	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2005:15:48%20GMT	https://www.cryptopolitan.com/wp-content/uploads/2023/06/apts.jpg	/home/joestack/websites/gencapital%20clone/www.cryptopolitan.com/wp-content/uploads/2023/06/apts.jpg	(from https://gencapitals.com/news)
11:18:11	51387/51387	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Jan%202023%2010:19:49%20GMT	https://gencapitals.com/assets2/images/blog/defaultProvider.jpg	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/blog/defaultProvider.jpg	(from https://gencapitals.com/news)
11:18:12	101804/101804	---MC-	200	added ('OK')	image/jpeg	etag:%22e030a02db8291d3ed1b8e2397790821c%22	https://bloximages.chicago2.vip.townnews.com/billingsgazette.com/content/tncms/assets/v3/editorial/8/78/87848414-4df8-510d-9de6-145e05c6a0d2/5e068d5467946.image.jpg?crop=1700%2C893%2C0%2C137&resize=1200%2C630&order=crop%2Cresize	/home/joestack/websites/gencapital%20clone/bloximages.chicago2.vip.townnews.com/billingsgazette.com/content/tncms/assets/v3/editorial/8/78/87848414-4df8-510d-9de6-145e05c6a0d2/5e068d5467946.image9b03.jpg	(from https://gencapitals.com/news)
11:18:12	756/756	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2010:18:12%20GMT	https://www.bing.com/th?id=ODF.xnVWY8hRxAZR04c3_0q0NA&pid=news	/home/joestack/websites/gencapital%20clone/www.bing.com/th0b0d.png	(from https://gencapitals.com/news)
11:18:19	143411/143411	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2010:18:18%20GMT	https://i.cdn.newsbytesapp.com/images/l37620230603113956.jpeg	/home/joestack/websites/gencapital%20clone/i.cdn.newsbytesapp.com/images/l37620230603113956.jpeg	(from https://gencapitals.com/news)
11:18:19	4876/4876	---M--	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2010:18:18%20GMT	https://www.bing.com/th?id=ODF.s2TJKA6Cwy1pv-6m-tdKQA&pid=news	/home/joestack/websites/gencapital%20clone/www.bing.com/thbf0f.png	(from https://gencapitals.com/news)
11:18:20	0/-1	---M--	302	error ('')			https://gencapitals.com/office/dashboard	/home/joestack/websites/gencapital%20clone/gencapitals.com/office/dashboard.d5.delayed	(from https://gencapitals.com/contact)
11:18:20	0/-1	---M--	302	error ('')			https://gencapitals.com/office/dashboard	/home/joestack/websites/gencapital%20clone/gencapitals.com/office/dashboard.d6.delayed	(from https://gencapitals.com/contact)
11:18:21	1552/1552	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:21%20GMT	https://gencapitals.com/assets/images/contact/maps.html	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets/images/contact/maps.d7.delayed	(from https://gencapitals.com/contact)
11:18:22	0/-1	---M--	302	error ('')			https://gencapitals.com/office/dashboard	/home/joestack/websites/gencapital%20clone/gencapitals.com/office/dashboard.d9.delayed	(from https://gencapitals.com/mt5)
11:18:22	0/-1	---M--	302	error ('')			https://gencapitals.com/office/dashboard	/home/joestack/websites/gencapital%20clone/gencapitals.com/office/dashboard.da.delayed	(from https://gencapitals.com/mt5)
11:18:22	32926/32926	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Nov%202022%2017:34:42%20GMT	https://gencapitals.com/assets2/images/mt5.jpg	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/mt5.jpg	(from https://gencapitals.com/mt5)
11:18:23	1552/1552	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:23%20GMT	https://gencapitals.com/thesis/apple-touch-icon.html	/home/joestack/websites/gencapital%20clone/gencapitals.com/thesis/apple-touch-icon.db.delayed	(from https://gencapitals.com/thesis/gencapitals-investment-thesis)
11:18:23	0/-1	---M--	302	error ('')			https://gencapitals.com/office/dashboard	/home/joestack/websites/gencapital%20clone/gencapitals.com/office/dashboard.dc.delayed	(from https://gencapitals.com/thesis/gencapitals-investment-thesis)
11:18:23	0/-1	---M--	302	error ('')			https://gencapitals.com/office/dashboard	/home/joestack/websites/gencapital%20clone/gencapitals.com/office/dashboard.dd.delayed	(from https://gencapitals.com/thesis/gencapitals-investment-thesis)
11:18:25	195818/195818	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jul%202021%2007:29:28%20GMT	https://gencapitals.com/assets2/images/breadcrumbs/blog-single-mobile.jpg	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/breadcrumbs/blog-single-mobile.jpg	(from https://gencapitals.com/thesis/gencapitals-investment-thesis)
11:18:26	6716/6716	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Jun%202021%2013:30:50%20GMT	https://gencapitals.com/assets2/images/blog-single/author2.jpg	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/blog-single/author2.jpg	(from https://gencapitals.com/thesis/gencapitals-investment-thesis)
11:18:28	128937/128937	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Jan%202023%2007:41:04%20GMT	https://gencapitals.com/assets2/images/blog-single/eth_in_open_finance.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/blog-single/eth_in_open_finance.png	(from https://gencapitals.com/thesis/gencapitals-investment-thesis)
11:18:28	382217/382217	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Jan%202023%2007:41:10%20GMT	https://gencapitals.com/assets2/images/blog-single/open_finance.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/blog-single/open_finance.png	(from https://gencapitals.com/thesis/gencapitals-investment-thesis)
11:18:31	351682/351682	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Jun%202021%2020:23:46%20GMT	https://gencapitals.com/assets2/images/breadcrumbs/blog-single.jpg	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/breadcrumbs/blog-single.jpg	(from https://gencapitals.com/thesis/gencapitals-investment-thesis)
11:18:31	243732/243732	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Jan%202023%2007:41:00%20GMT	https://gencapitals.com/assets2/images/blog-single/cooperate_compete.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/blog-single/cooperate_compete.png	(from https://gencapitals.com/thesis/gencapitals-investment-thesis)
11:18:32	307157/307157	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Jan%202023%2007:41:18%20GMT	https://gencapitals.com/assets2/images/blog-single/Zynga.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/blog-single/Zynga.png	(from https://gencapitals.com/thesis/gencapitals-investment-thesis)
11:18:32	345812/345812	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Jan%202023%2007:41:26%20GMT	https://gencapitals.com/assets2/images/blog-single/global_state_free_money.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/blog-single/global_state_free_money.png	(from https://gencapitals.com/thesis/gencapitals-investment-thesis)
11:18:32	799/799	---M-Z	200	added ('OK')	text/plain	date:Sat,%2003%20Jun%202023%2010:18:31%20GMT	https://www.bing.com/robots.txt		(from https://gencapitals.com/news)
11:18:33	0/0	---M--	301	error ('Unknown%20Error')	text/html	date:Sat,%2003%20Jun%202023%2010:18:33%20GMT	https://i.insider.com/robots.txt		(from https://gencapitals.com/news)
11:18:35	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Sat,%2003%20Jun%202023%2010:18:34%20GMT	https://arizent.brightspotcdn.com/robots.txt		(from https://gencapitals.com/news)
11:18:36	4750/4750	---M--	404	error ('Not%20Found%20on%20Accelerator')	text/html	date:Sat,%2003%20Jun%202023%2010:18:36%20GMT	https://s.yimg.com/robots.txt		(from https://gencapitals.com/news)
11:18:38	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:37%20GMT	https://gencapitals.com/assets2/images/slider/hero-1-mobile.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/slider/hero-1-mobile.png	(from https://gencapitals.com/)
11:18:39	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:37%20GMT	https://gencapitals.com/assets2/images/slider/hero-2.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/slider/hero-2.png	(from https://gencapitals.com/)
11:18:39	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:37%20GMT	https://gencapitals.com/assets2/images/slider/hero-1.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/slider/hero-1.png	(from https://gencapitals.com/)
11:18:39	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:37%20GMT	https://gencapitals.com/assets2/images/slider/play.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/slider/play.png	(from https://gencapitals.com/)
11:18:41	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:39%20GMT	https://gencapitals.com/assets2/js/jquery.min.js	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/js/jquery.min.js	(from https://gencapitals.com/)
11:18:41	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:39%20GMT	https://gencapitals.com/assets2/js/modernizr-2.8.3.min.js	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/js/modernizr-2.8.3.min.js	(from https://gencapitals.com/)
11:18:41	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:39%20GMT	https://gencapitals.com/assets2/js/bootstrap.min.js	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/js/bootstrap.min.js	(from https://gencapitals.com/)
11:18:43	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:41%20GMT	https://gencapitals.com/assets2/js/owl.carousel.min.js	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/js/owl.carousel.min.js	(from https://gencapitals.com/)
11:18:45	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:39%20GMT	https://gencapitals.com/assets2/images/slider/hero-2-mobile.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/slider/hero-2-mobile.png	(from https://gencapitals.com/)
11:18:45	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:41%20GMT	https://gencapitals.com/assets2/js/isotope.pkgd.min.js	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/js/isotope.pkgd.min.js	(from https://gencapitals.com/)
11:18:45	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:41%20GMT	https://gencapitals.com/assets/images/account-bg.jpg	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets/images/account-bg.jpg	(from https://gencapitals.com/login)
11:18:45	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:43%20GMT	https://gencapitals.com/assets/js/jquery-3.3.1.min.js	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets/js/jquery-3.3.1.min.js	(from https://gencapitals.com/login)
11:18:46	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:45%20GMT	https://gencapitals.com/assets/js/bootstrap.min.js	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets/js/bootstrap.min.js	(from https://gencapitals.com/login)
11:18:46	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:45%20GMT	https://gencapitals.com/assets/js/jquery-ui.min.js	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets/js/jquery-ui.min.js	(from https://gencapitals.com/login)
11:18:46	315/315	---M--	200	added ('OK')	text/html	date:Wed,%2028%20Dec%202022%2004:26:22%20GMT	https://gencapitals.com/assets2/css/owl.video.play.html	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/css/owl.video.play.html	(from https://gencapitals.com/assets2/css/owl.carousel.css)
11:18:47	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:46%20GMT	https://gencapitals.com/assets/js/owl.min.js	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets/js/owl.min.js	(from https://gencapitals.com/login)
11:18:48	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:47%20GMT	https://gencapitals.com/assets/js/main.js	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets/js/main.js	(from https://gencapitals.com/login)
11:18:48	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:47%20GMT	https://gencapitals.com/assets2/images/breadcrumbs/banner-inner.jpg	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/breadcrumbs/banner-inner.jpg	(from https://gencapitals.com/about)
11:18:48	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:47%20GMT	https://gencapitals.com/assets/js/paroller.js	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets/js/paroller.js	(from https://gencapitals.com/login)
11:18:49	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:48%20GMT	https://gencapitals.com/assets2/images/breadcrumbs/banner-inner-mobile.jpg	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/breadcrumbs/banner-inner-mobile.jpg	(from https://gencapitals.com/about)
11:18:50	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2004%20Oct%202013%2012:50:02%20GMT	https://gencapitals.com/assets2/fonts/ElegantIcons.eot	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/fonts/ElegantIcons.eot	(from https://gencapitals.com/assets2/fonts/elegant-icon.css)
11:18:50	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:50%20GMT	https://gencapitals.com/assets2/images/team/dennis-kawin-cfo.jpeg	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/team/dennis-kawin-cfo.jpg	(from https://gencapitals.com/about)
11:18:50	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:50%20GMT	https://gencapitals.com/assets2/images/team/cto.jpg	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/team/cto.jpg	(from https://gencapitals.com/about)
11:18:50	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:50%20GMT	https://gencapitals.com/assets2/images/team/phylis-katyal-ceo.jpeg	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/team/phylis-katyal-ceo.jpg	(from https://gencapitals.com/about)
11:18:52	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2004%20Oct%202013%2012:50:02%20GMT	https://gencapitals.com/assets2/fonts/ElegantIconsd41d.eot?	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/fonts/ElegantIconsd41dd41d.eot	(from https://gencapitals.com/assets2/fonts/elegant-icon.css)
11:18:52	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:52%20GMT	https://gencapitals.com/storage/portfolio/C2QtshSEhx6cQJQn0TcPqGKxP2XPa7LdSpwvZqcG.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/C2QtshSEhx6cQJQn0TcPqGKxP2XPa7LdSpwvZqcG.png	(from https://gencapitals.com/portfolio)
11:18:52	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:52%20GMT	https://gencapitals.com/assets2/images/portfolio-single/2.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/images/portfolio-single/2.png	(from https://gencapitals.com/portfolio)
11:18:52	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:52%20GMT	https://gencapitals.com/storage/portfolio/l9caC81K00nvhPPKVTUGKhvB18QA4Povy4xJ03oj.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/l9caC81K00nvhPPKVTUGKhvB18QA4Povy4xJ03oj.png	(from https://gencapitals.com/portfolio)
11:18:54	63664/63664	---M--	200	added ('OK')	font/woff	date:Fri,%2004%20Oct%202013%2012:50:02%20GMT	https://gencapitals.com/assets2/fonts/ElegantIcons.woff	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/fonts/ElegantIcons.woff	(from https://gencapitals.com/assets2/fonts/elegant-icon.css)
11:18:54	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:54%20GMT	https://gencapitals.com/storage/portfolio/njB9JXVUZmgrdRiKb9lMqW8plbSEg989LcWSIey6.jpg	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/njB9JXVUZmgrdRiKb9lMqW8plbSEg989LcWSIey6.jpg	(from https://gencapitals.com/portfolio)
11:18:54	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:54%20GMT	https://gencapitals.com/storage/portfolio/reMxvxJG0gon2tBIh8gtSsq95xDS7ItmGGNnnr2V.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/reMxvxJG0gon2tBIh8gtSsq95xDS7ItmGGNnnr2V.png	(from https://gencapitals.com/portfolio)
11:18:54	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:54%20GMT	https://gencapitals.com/storage/portfolio/sXkIO4zkoD4XOIm4gyoTUWu4ggZSKYIHtHGk2jZk.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/sXkIO4zkoD4XOIm4gyoTUWu4ggZSKYIHtHGk2jZk.png	(from https://gencapitals.com/portfolio)
11:18:56	59388/59388	---M--	200	added ('OK')	font/ttf	date:Fri,%2004%20Oct%202013%2012:50:02%20GMT	https://gencapitals.com/assets2/fonts/ElegantIcons.ttf	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/fonts/ElegantIcons.ttf	(from https://gencapitals.com/assets2/fonts/elegant-icon.css)
11:18:57	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:56%20GMT	https://gencapitals.com/storage/portfolio/wIYW9MliuZz8AjS6iTXH5EAmf756EEgJYshM5HNh.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/wIYW9MliuZz8AjS6iTXH5EAmf756EEgJYshM5HNh.png	(from https://gencapitals.com/portfolio)
11:18:57	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:56%20GMT	https://gencapitals.com/storage/portfolio/srokdJWCXMhcj3xBtZt2KioPsRdkoZd37bDlHuAJ.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/srokdJWCXMhcj3xBtZt2KioPsRdkoZd37bDlHuAJ.png	(from https://gencapitals.com/portfolio)
11:18:57	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:56%20GMT	https://gencapitals.com/storage/portfolio/jlQVLAt6fUsmbJozp8aMILL2p1w1cDdZoqvou3cK.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/jlQVLAt6fUsmbJozp8aMILL2p1w1cDdZoqvou3cK.png	(from https://gencapitals.com/portfolio)
11:18:59	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:58%20GMT	https://gencapitals.com/storage/portfolio/8L41EAz4ogWioRqdlTM43aAjWxIkUKn7cWgfCFvD.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/8L41EAz4ogWioRqdlTM43aAjWxIkUKn7cWgfCFvD.png	(from https://gencapitals.com/portfolio)
11:18:59	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:58%20GMT	https://gencapitals.com/storage/portfolio/AOCsiPHBfvbipBKFlAkAeYrNXHgpPqAcRW2d6cAa.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/AOCsiPHBfvbipBKFlAkAeYrNXHgpPqAcRW2d6cAa.png	(from https://gencapitals.com/portfolio)
11:19:00	277297/277297	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2004%20Oct%202013%2012:50:02%20GMT	https://gencapitals.com/assets2/fonts/ElegantIcons.svg	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/fonts/ElegantIcons.svg	(from https://gencapitals.com/assets2/fonts/elegant-icon.css)
11:19:01	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:18:58%20GMT	https://gencapitals.com/storage/portfolio/N66Dx5brPsJ5QXFjPbJkwX60Dp9UbslTNWgkVRtX.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/N66Dx5brPsJ5QXFjPbJkwX60Dp9UbslTNWgkVRtX.png	(from https://gencapitals.com/portfolio)
11:19:01	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:19:00%20GMT	https://gencapitals.com/storage/portfolio/4AJBWoKOzoFVVNThnZ7dDOovhJWlP7LrmfdAopbn.jpg	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/4AJBWoKOzoFVVNThnZ7dDOovhJWlP7LrmfdAopbn.jpg	(from https://gencapitals.com/portfolio)
11:19:01	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:19:00%20GMT	https://gencapitals.com/storage/portfolio/eguxP1kuN0zTIAfced8bEpxZ3OyH3Dw8UGC9agn9.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/eguxP1kuN0zTIAfced8bEpxZ3OyH3Dw8UGC9agn9.png	(from https://gencapitals.com/portfolio)
11:19:02	26938/26938	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2027%20Feb%202020%2005:56:12%20GMT	https://gencapitals.com/assets2/fonts/Flaticon.eot	/home/joestack/websites/gencapital%20clone/gencapitals.com/assets2/fonts/Flaticon.eot	(from https://gencapitals.com/assets2/fonts/flaticon.css)
11:19:03	1552/1552	UR-MC-	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2010:19:01%20GMT	https://gencapitals.com/storage/portfolio/pqV9sjnBmNu6it9E0LSwuzU3epTjaV3YWK62qLHS.png	/home/joestack/websites/gencapital%20clone/gencapitals.com/storage/portfolio/pqV9sjnBmNu6it9E0LSwuzU3epTjaV3YWK62qLHS.png	(from https://gencapitals.com/portfolio)
